CustomerID,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction
63257,22.0,Male,38,10,5,27.0,Premium,Quarterly,975.0,5
26006,25.0,Female,47,3,8,4.0,Premium,Quarterly,,28
23676,42.0,MALE,6,13,10,14.0,Basic,Quarterly,617.0,17
43404,45.0,Male,49,4,8,14.0,Standard,Annual,161.0,11
15017,58.0,FEMALE,54,17,9,30.0,STANDARD,Quarterly,,30
58011,51.0,Female,34,25,10,21.0,BASIC,Monthly,731.0,29
14738,22.0,Female,50,1,10,18.0,Standard,Quarterly,,14
2186,27.0,Male,36,19,10,7.0,Basic,Monthly,728.0,7
13884,37.0,Male,8,27,3,14.0,Standard,Annual,180.0,1
47558,,Male,36,21,8,16.0,Standard,Monthly,565.0,28
8556,22.0,FEMALE,23,18,2,12.0,Basic,Quarterly,973.0,20
54156,64.0,M,53,18,7,24.0,Standard,Quarterly,800.0,21
11842,57.0,Female,14,24,4,28.0,Standard,Annual,,23
16528,21.0,Female,41,2,3,25.0,basic,Annual,996.0,14
19342,44.0,Male,19,19,5,2.0,Basic,Monthly,,11
5803,21.0,Female,52,1,1,26.0,Premium,Annual,816.0,15
6848,41.0,Female,9,21,3,,Standard,Annual,277.0,23
18470,61.0,Male,52,8,7,3.0,Premium,Monthly,693.0,3
50126,27.0,Female,36,27,4,29.0,Premium,MONTHLY,659.0,9
26002,40.0,Male,58,21,7,24.0,Basic,quarterly,254.0,25
16113,19.0,Female,5,1,0,8.0,Standard,Quarterly,525.0,5
39871,56.0,Male,35,12,5,7.0,basic,Monthly,839.0,14
11579,31.0,Female,27,7,8,24.0,BASIC,Monthly,126.0,8
63410,42.0,Male,51,12,10,24.0,Premium,Monthly,146.0,27
58974,63.0,M,32,5,7,8.0,Standard,Monthly,941.0,14
2570,28.0,Male,7,26,9,1.0,Standard,ANNUAL,663.0,13
61228,63.0,Male,54,18,7,24.0,Premium,Quarterly,131.0,11
44509,44.0,Female,20,5,9,6.0,Premium,Annual,884.0,22
50556,35.0,Female,22,26,0,30.0,Premium,monthly,821.0,27
20168,42.0,Female,58,11,6,6.0,Basic,Quarterly,725.0,18
41613,29.0,Male,10,18,4,,Standard,Quarterly,583.0,1
21053,23.0,Female,31,23,4,,Premium,Monthly,955.0,17
40631,53.0,Male,55,1,10,15.0,Premium,Annual,,25
60471,27.0,Female,33,13,7,19.0,Basic,Quarterly,483.0,16
30171,26.0,Male,29,1,4,8.0,Premium,Monthly,275.0,28
2008,48.0,Male,20,19,4,12.0,Standard,Annual,977.0,19
40337,35.0,Male,17,23,6,18.0,Basic,Monthly,,4
29607,32.0,Female,51,10,1,28.0,Basic,Quarterly,,29
24379,25.0,Female,45,21,1,24.0,Basic,Monthly,605.0,29
8871,53.0,Female,14,24,3,1.0,Basic,Monthly,313.0,8
46359,57.0,Female,54,6,1,28.0,Premium,Monthly,376.0,14
27911,53.0,Male,39,20,5,26.0,Standard,Quarterly,390.0,16
37898,,Female,54,23,2,26.0,Standard,Quarterly,,27
59531,31.0,Female,3,30,8,28.0,Standard,Monthly,,24
13915,30.0,Female,1,14,5,30.0,Basic,Quarterly,389.0,19
62570,18.0,Female,30,22,6,30.0,Basic,Monthly,646.0,25
6789,52.0,M,10,7,0,12.0,Basic,Annual,514.0,8
12896,43.0,Male,13,4,4,8.0,Standard,Annual,,12
28239,18.0,female,1,30,4,,Basic,Quarterly,,26
56558,48.0,Female,45,29,0,24.0,Standard,Quarterly,381.0,18
35001,19.0,MALE,8,2,5,27.0,premium,Monthly,,30
27538,60.0,Female,55,13,10,12.0,Premium,Quarterly,536.0,15
9849,57.0,Male,54,12,4,21.0,Premium,Quarterly,781.0,11
52972,57.0,F,42,19,2,30.0,BASIC,Quarterly,442.0,10
41414,32.0,Female,37,12,9,11.0,Standard,Monthly,,13
10654,45.0,Female,26,1,6,13.0,Basic,Quarterly,226.0,3
15552,43.0,Male,34,1,10,5.0,Standard,Quarterly,623.0,25
1471,35.0,female,25,27,7,27.0,Standard,Quarterly,293.0,11
36078,30.0,Female,22,4,10,5.0,Premium,Monthly,693.0,25
14934,25.0,Female,38,19,8,23.0,Basic,Quarterly,,28
48936,42.0,Female,39,5,6,18.0,Premium,Monthly,,16
37752,33.0,Male,41,19,4,17.0,Basic,Quarterly,620.0,21
56607,51.0,Female,47,8,6,30.0,Premium,Annual,592.0,17
40142,18.0,Male,24,16,4,0.0,Basic,Annual,434.0,8
53676,54.0,Female,31,29,9,,Premium,Quarterly,,5
36748,,Male,25,4,4,5.0,Basic,Monthly,,27
39499,52.0,Female,27,14,4,18.0,Standard,Quarterly,283.0,6
63774,34.0,Male,54,19,9,17.0,Basic,ANNUAL,166.0,11
30527,65.0,Male,41,8,10,21.0,Premium,Monthly,364.0,25
48268,45.0,Male,28,9,6,21.0,Basic,Annual,907.0,5
4543,38.0,Female,46,6,7,3.0,Premium,Quarterly,139.0,2
40603,63.0,Female,48,6,8,4.0,Basic,Quarterly,,28
31805,,Male,37,30,0,6.0,Premium,Quarterly,978.0,4
29285,40.0,Female,31,29,3,6.0,Standard,Quarterly,223.0,10
62156,34.0,Male,55,10,6,24.0,Standard,Quarterly,370.0,13
19949,34.0,Female,12,24,10,17.0,Premium,Monthly,,28
42264,,Female,41,7,1,7.0,standard,Annual,644.0,5
48525,,Female,25,26,7,28.0,Standard,quarterly,598.0,1
22089,63.0,Male,50,21,7,,Premium,QUARTERLY,,25
11772,32.0,Female,36,1,6,6.0,Standard,Monthly,,5
38476,41.0,Male,27,10,2,19.0,Premium,Quarterly,710.0,30
25530,28.0,Male,2,15,0,2.0,Basic,monthly,984.0,6
58856,,Male,48,11,9,30.0,Basic,Monthly,858.0,3
23081,43.0,Male,49,18,6,16.0,Standard,Annual,709.0,12
30738,30.0,Female,6,10,0,12.0,Premium,Monthly,848.0,30
27687,64.0,Male,45,2,3,18.0,Premium,Monthly,,6
38396,42.0,Male,26,15,5,27.0,Premium,Quarterly,,30
38632,22.0,Female,37,9,6,,Basic,QUARTERLY,,30
7754,29.0,Male,7,13,9,9.0,premium,annual,402.0,17
27639,45.0,male,29,22,0,1.0,Basic,Monthly,295.0,22
50851,59.0,Male,43,29,5,,Basic,monthly,807.0,18
619,34.0,Male,35,11,7,3.0,Basic,Monthly,970.0,16
28147,19.0,Male,43,11,9,,Standard,Quarterly,514.0,30
45054,32.0,Female,9,1,8,12.0,Standard,Quarterly,490.0,15
12400,25.0,Female,57,12,4,10.0,Premium,Annual,,5
41603,63.0,male,17,30,8,9.0,Basic,Monthly,802.0,2
3447,26.0,Female,29,25,0,5.0,Premium,Quarterly,571.0,14
18770,33.0,Female,21,12,0,13.0,Standard,Monthly,189.0,4
27647,56.0,Male,8,8,9,27.0,Premium,Monthly,520.0,1
58884,31.0,Male,59,29,6,27.0,Standard,Quarterly,361.0,3
19425,60.0,Female,28,6,4,,Basic,Annual,329.0,1
61184,,Female,6,15,9,21.0,Standard,Monthly,,13
40157,45.0,Female,49,9,5,,Premium,Monthly,958.0,7
33091,,Male,7,29,3,29.0,Basic,Quarterly,407.0,14
62392,,Male,31,1,10,23.0,Basic,Annual,,29
35865,49.0,Male,46,1,1,3.0,Basic,Monthly,721.0,30
11025,29.0,Male,54,29,0,4.0,Premium,Annual,,11
34217,32.0,Female,18,6,8,23.0,Standard,Monthly,828.0,3
59605,42.0,Male,36,10,10,23.0,Premium,Annual,324.0,5
7064,29.0,Male,47,9,6,1.0,Basic,Quarterly,272.0,10
13233,63.0,Male,20,17,5,10.0,Basic,Monthly,687.0,23
58772,43.0,Female,42,3,7,,Basic,Monthly,621.0,7
48939,46.0,Female,19,20,4,30.0,Premium,Monthly,789.0,17
30658,22.0,Male,26,15,1,17.0,Basic,Annual,870.0,27
13587,56.0,Female,43,3,2,22.0,Basic,Monthly,452.0,12
30663,54.0,FEMALE,14,22,6,13.0,Basic,Quarterly,530.0,6
63728,59.0,Female,47,30,9,28.0,Standard,Quarterly,652.0,25
61775,19.0,Female,54,11,8,22.0,Standard,Quarterly,495.0,7
23599,60.0,Female,31,13,2,,Premium,Monthly,,22
32261,54.0,Female,51,12,5,19.0,Basic,Quarterly,856.0,14
20587,49.0,female,17,11,0,30.0,Standard,Quarterly,294.0,11
46603,47.0,Female,3,6,0,23.0,Standard,Annual,100.0,7
32362,56.0,Male,38,26,4,24.0,Premium,Quarterly,140.0,20
4131,,Male,13,12,1,26.0,Basic,Annual,603.0,13
10027,60.0,Male,37,24,8,,Standard,Monthly,868.0,30
10888,51.0,Male,10,29,8,17.0,Premium,quarterly,,22
39935,50.0,FEMALE,53,23,9,0.0,Standard,Quarterly,106.0,7
50914,56.0,Male,31,22,8,27.0,Premium,Monthly,728.0,18
45998,26.0,Female,47,5,8,22.0,STANDARD,Monthly,447.0,17
33008,51.0,FEMALE,26,29,7,16.0,basic,QUARTERLY,,25
61743,57.0,Female,31,6,8,19.0,Basic,quarterly,164.0,24
33310,45.0,Male,7,26,8,6.0,Basic,Quarterly,509.0,23
3017,22.0,Male,38,12,6,22.0,Standard,Annual,825.0,18
13379,40.0,Female,56,3,2,4.0,Standard,Annual,594.0,27
17684,,Female,43,13,5,8.0,Basic,annual,,11
36567,,M,46,24,0,21.0,Standard,Monthly,434.0,20
63536,53.0,Male,56,25,8,16.0,Standard,Monthly,242.0,1
21725,56.0,Female,2,27,6,0.0,Basic,Quarterly,829.0,3
19133,45.0,Female,45,7,3,9.0,Premium,Annual,,12
11876,30.0,Female,29,22,4,28.0,Basic,Annual,,1
14125,53.0,Female,31,15,8,15.0,BASIC,Quarterly,750.0,4
16972,19.0,Male,6,17,5,23.0,Premium,Quarterly,170.0,9
7981,33.0,Male,48,24,3,10.0,Premium,MONTHLY,461.0,12
40108,60.0,Male,11,4,6,,Premium,Quarterly,576.0,23
61025,44.0,Male,46,10,7,24.0,Standard,Annual,686.0,19
43282,28.0,Female,45,4,6,4.0,Basic,Annual,718.0,17
6162,63.0,Male,3,11,5,3.0,Basic,monthly,513.0,28
8306,23.0,Male,38,23,4,3.0,Standard,Quarterly,451.0,10
10711,24.0,Female,54,6,9,11.0,Standard,Annual,754.0,16
61565,29.0,Female,46,20,6,22.0,Standard,Monthly,590.0,2
61306,33.0,Male,26,19,5,25.0,Basic,Annual,449.0,25
19014,48.0,Male,22,18,6,28.0,Standard,Quarterly,555.0,23
10970,61.0,M,55,22,3,6.0,Basic,Annual,605.0,4
21122,25.0,Male,59,21,3,,Premium,Annual,,3
52445,65.0,Male,55,5,4,10.0,Basic,Quarterly,379.0,4
45871,63.0,Male,27,2,7,11.0,BASIC,Annual,504.0,10
41249,28.0,Male,26,16,9,,Premium,Annual,222.0,26
29592,35.0,Male,30,22,6,26.0,Standard,Quarterly,799.0,4
17944,47.0,Male,35,17,5,23.0,Premium,Monthly,811.0,2
44083,55.0,Male,20,2,8,19.0,Standard,Monthly,,13
6540,19.0,Male,1,27,2,3.0,Standard,Monthly,724.0,11
10676,42.0,Male,49,23,2,11.0,Standard,Annual,369.0,25
30197,58.0,Male,19,8,8,25.0,Premium,Monthly,710.0,29
11602,19.0,Male,34,2,3,20.0,Basic,Quarterly,,11
60385,31.0,Male,60,6,6,17.0,Standard,Monthly,868.0,1
46769,42.0,Female,8,21,0,29.0,Standard,MONTHLY,798.0,1
52594,65.0,Female,59,2,0,21.0,basic,Annual,295.0,28
3504,45.0,Female,3,4,9,5.0,Basic,Monthly,591.0,13
17110,35.0,Male,43,1,0,3.0,Basic,Annual,668.0,25
49010,24.0,Female,18,1,8,,Premium,Annual,,18
41648,28.0,Female,4,21,8,22.0,Premium,Quarterly,513.0,25
13984,,Female,60,19,0,26.0,Standard,Quarterly,,20
11764,37.0,Female,55,2,8,6.0,Standard,Annual,262.0,15
2035,38.0,Male,19,8,0,3.0,Premium,monthly,953.0,9
2367,57.0,female,28,17,8,1.0,Basic,Monthly,404.0,21
1900,25.0,Female,58,21,7,15.0,Basic,Quarterly,387.0,29
36062,61.0,FEMALE,11,19,6,30.0,Premium,Quarterly,861.0,12
12235,20.0,Male,30,12,7,7.0,Premium,Monthly,777.0,1
34419,58.0,Male,23,6,7,,Standard,annual,115.0,30
54288,22.0,Female,30,4,8,18.0,Premium,Quarterly,661.0,27
31908,32.0,Male,11,18,6,,Premium,Quarterly,,16
13434,33.0,Female,56,17,6,,BASIC,Monthly,,28
16340,56.0,Female,2,24,2,21.0,Standard,Annual,909.0,28
24428,42.0,Female,52,5,7,20.0,Basic,Annual,511.0,1
42761,30.0,Male,18,10,5,27.0,PREMIUM,Monthly,,2
11700,57.0,Female,1,22,8,13.0,Standard,Monthly,311.0,17
61086,32.0,Female,13,13,9,29.0,Basic,Quarterly,221.0,13
25425,34.0,Male,55,16,1,23.0,Basic,Annual,,28
12120,44.0,Female,31,1,10,12.0,Premium,Monthly,765.0,5
49206,37.0,Male,26,11,6,18.0,Premium,Quarterly,279.0,21
16325,22.0,Female,18,29,7,4.0,Basic,Monthly,735.0,13
18249,41.0,Male,60,18,4,19.0,Basic,Monthly,791.0,19
37434,43.0,Female,48,9,5,18.0,Basic,annual,955.0,7
15634,36.0,Female,15,9,7,14.0,Basic,Quarterly,,3
53669,47.0,Female,14,1,6,25.0,Premium,Monthly,,26
31727,37.0,Female,20,30,7,18.0,Premium,Quarterly,,18
8666,50.0,Female,42,26,3,1.0,Premium,annual,,12
13836,,F,49,8,1,,Premium,Annual,242.0,12
10454,52.0,Male,21,29,2,7.0,Standard,Quarterly,978.0,9
1559,48.0,Female,48,15,8,22.0,Premium,Monthly,863.0,6
62128,52.0,Female,45,19,6,23.0,Standard,Annual,122.0,15
20424,,Male,10,25,0,24.0,Standard,Quarterly,650.0,10
39224,,Male,5,1,1,,Premium,Annual,874.0,6
35038,53.0,Male,56,29,9,2.0,Standard,Annual,128.0,2
38948,27.0,Male,25,18,10,17.0,Premium,Annual,332.0,7
44034,50.0,Female,11,23,7,14.0,premium,MONTHLY,774.0,17
27061,19.0,Female,22,28,0,18.0,Basic,QUARTERLY,776.0,11
34545,46.0,Male,16,11,7,12.0,Standard,Monthly,,13
53515,32.0,Male,46,20,7,20.0,Basic,Monthly,917.0,22
1828,57.0,Female,55,24,5,29.0,Premium,Monthly,189.0,15
39372,24.0,Male,4,23,10,,Basic,Quarterly,706.0,1
50237,64.0,Male,20,3,7,14.0,Standard,Quarterly,190.0,13
34272,59.0,Male,19,29,0,18.0,Standard,Quarterly,,1
10860,51.0,male,17,27,7,30.0,Basic,Annual,334.0,9
62088,58.0,Male,59,16,10,30.0,Premium,ANNUAL,758.0,12
50497,46.0,Female,1,5,10,24.0,Basic,Quarterly,292.0,21
41609,19.0,Female,8,4,0,19.0,PREMIUM,Quarterly,147.0,22
58089,22.0,Female,32,30,2,24.0,Basic,Monthly,284.0,17
32404,35.0,Female,53,12,6,26.0,Standard,Quarterly,941.0,15
30623,19.0,Female,2,30,9,17.0,Standard,Quarterly,569.0,29
16656,51.0,Female,15,4,6,10.0,Basic,Quarterly,823.0,29
51788,65.0,Male,53,2,6,,Basic,Annual,166.0,22
15254,26.0,Male,59,11,8,2.0,STANDARD,Quarterly,914.0,27
19152,51.0,Female,28,15,8,25.0,Standard,quarterly,620.0,11
45194,53.0,Female,23,22,1,20.0,Basic,Quarterly,153.0,28
34616,42.0,female,34,6,9,12.0,Premium,Annual,487.0,24
45079,57.0,Male,4,9,6,24.0,PREMIUM,Annual,116.0,22
21983,64.0,M,30,28,2,15.0,Standard,Quarterly,784.0,3
58549,56.0,Female,39,19,3,22.0,Basic,Monthly,733.0,12
61445,55.0,Female,32,24,7,23.0,Standard,Quarterly,169.0,23
16321,41.0,Female,56,5,4,6.0,Premium,annual,414.0,11
25313,39.0,Female,13,16,10,26.0,Standard,Quarterly,300.0,4
42567,60.0,FEMALE,41,13,6,8.0,Standard,Annual,133.0,15
53409,44.0,Female,36,25,7,,standard,monthly,936.0,20
14915,34.0,Female,13,7,2,,premium,Annual,200.0,2
44060,31.0,Female,55,24,0,27.0,Basic,Annual,856.0,26
57756,63.0,Female,10,14,8,26.0,Standard,Quarterly,332.0,6
51419,58.0,Female,45,2,8,8.0,Basic,Monthly,806.0,11
60041,41.0,Female,12,7,2,24.0,Premium,Monthly,430.0,7
59447,39.0,Male,40,2,7,21.0,Basic,Annual,820.0,8
36929,64.0,Male,41,7,2,7.0,Premium,Monthly,,3
187,,Male,38,21,4,,Basic,Quarterly,203.0,26
51205,50.0,Male,10,1,6,14.0,Basic,Annual,301.0,18
21725,56.0,Female,2,27,6,0.0,Basic,Quarterly,829.0,3
47782,48.0,Female,35,18,6,18.0,Standard,Annual,,18
30538,51.0,Female,31,17,9,10.0,Basic,Monthly,223.0,5
20728,54.0,Female,40,15,8,12.0,Premium,Annual,593.0,2
11630,,Female,54,18,4,18.0,basic,Annual,626.0,4
305,58.0,FEMALE,42,24,8,,Standard,Annual,256.0,17
18687,61.0,Male,15,17,0,25.0,Premium,Quarterly,439.0,19
20003,65.0,Male,59,18,1,4.0,Standard,Annual,352.0,16
25244,38.0,Female,30,26,1,23.0,Premium,Annual,161.0,15
6328,50.0,Female,45,27,6,24.0,Basic,Quarterly,136.0,27
17004,35.0,Male,38,4,0,7.0,Basic,Annual,536.0,8
18120,45.0,Male,36,24,10,20.0,Standard,Annual,,17
51912,53.0,Female,31,25,10,24.0,STANDARD,Quarterly,176.0,1
60026,44.0,Male,45,6,9,18.0,Standard,Annual,144.0,15
19901,40.0,Female,24,7,7,13.0,Premium,Monthly,604.0,19
22824,48.0,Female,10,30,10,6.0,Basic,Quarterly,211.0,13
22572,46.0,Male,44,11,8,16.0,Premium,Annual,,25
62384,53.0,Male,26,29,7,,Premium,Quarterly,954.0,27
38536,41.0,Female,20,23,1,7.0,Premium,Quarterly,546.0,10
37504,44.0,Female,15,9,9,29.0,Standard,Quarterly,247.0,16
57875,58.0,Male,24,10,5,21.0,Premium,Quarterly,747.0,13
20742,55.0,Female,6,11,3,21.0,Basic,Monthly,903.0,25
62618,31.0,Female,33,9,9,,standard,Monthly,476.0,2
8786,59.0,Female,18,30,2,8.0,Standard,Quarterly,304.0,4
34124,58.0,Female,33,11,7,5.0,PREMIUM,Quarterly,818.0,24
59916,37.0,Female,17,26,3,25.0,Premium,Annual,126.0,1
33248,55.0,MALE,17,24,5,10.0,Basic,Quarterly,759.0,3
32027,47.0,Female,42,2,6,8.0,Basic,Monthly,618.0,15
27924,65.0,Male,8,8,10,2.0,Standard,Quarterly,548.0,17
18656,60.0,Female,4,29,7,29.0,Basic,monthly,417.0,7
2926,35.0,Female,48,8,9,15.0,Premium,Quarterly,335.0,8
35792,45.0,Male,56,11,8,0.0,Standard,Quarterly,869.0,7
53239,57.0,Female,43,2,0,,Standard,Annual,399.0,27
21229,28.0,Male,29,5,2,8.0,Basic,Quarterly,335.0,10
60010,54.0,Female,21,22,6,24.0,Basic,Monthly,562.0,22
63470,61.0,Female,47,19,4,25.0,Standard,Quarterly,489.0,27
30486,61.0,Female,1,4,5,,Standard,Quarterly,329.0,17
9619,43.0,Female,29,5,6,11.0,Premium,Monthly,619.0,23
30694,29.0,Male,46,6,3,6.0,Premium,Monthly,,10
5188,,Male,18,13,0,23.0,Standard,Monthly,734.0,3
12158,44.0,Male,22,1,9,0.0,premium,quarterly,472.0,11
52650,50.0,Female,54,4,7,23.0,Standard,Monthly,448.0,28
53030,18.0,Female,43,22,7,17.0,Standard,Quarterly,352.0,3
3350,20.0,Female,7,1,9,6.0,Basic,Annual,444.0,10
62319,56.0,Female,46,6,8,16.0,Premium,Annual,516.0,11
56469,64.0,F,53,6,9,18.0,Premium,Quarterly,657.0,15
32861,,Male,21,27,9,7.0,Premium,Quarterly,675.0,16
20571,38.0,Female,22,29,10,15.0,Standard,Annual,662.0,28
12365,60.0,Male,1,5,5,5.0,Basic,Quarterly,487.0,27
11397,25.0,Male,54,22,1,30.0,Premium,Monthly,,3
32654,,Female,14,16,6,16.0,Basic,Annual,,19
19479,33.0,Female,25,11,1,25.0,Standard,Annual,,26
47611,38.0,Male,57,8,9,24.0,Basic,Monthly,355.0,25
64088,56.0,Male,37,7,9,24.0,Premium,Annual,535.0,25
46398,41.0,Female,58,11,1,28.0,Premium,Monthly,747.0,7
26541,49.0,female,58,4,7,3.0,Premium,Annual,,26
21232,24.0,Male,11,9,2,29.0,Premium,Quarterly,308.0,20
37960,,Female,40,10,7,25.0,Basic,Quarterly,157.0,30
4560,19.0,Male,51,7,5,5.0,Premium,ANNUAL,887.0,16
11633,,Male,54,16,0,28.0,Basic,Annual,401.0,22
62004,63.0,Male,42,26,9,23.0,Standard,Annual,393.0,19
41943,20.0,Female,58,13,6,30.0,Basic,Monthly,329.0,11
1454,42.0,Female,2,19,3,0.0,Premium,Annual,676.0,30
53493,25.0,Female,29,19,5,30.0,Standard,Quarterly,580.0,6
54622,57.0,Female,44,21,9,28.0,Basic,Quarterly,467.0,22
54633,,Male,50,22,6,25.0,Standard,Quarterly,590.0,20
26862,30.0,Male,21,1,5,22.0,Standard,Quarterly,852.0,26
50849,59.0,Female,54,20,10,20.0,Basic,Quarterly,487.0,13
24104,33.0,female,20,25,0,19.0,Basic,Annual,,3
38741,39.0,Female,15,4,7,25.0,Basic,Quarterly,,25
9041,,Female,29,11,7,29.0,STANDARD,Quarterly,603.0,23
34428,62.0,Male,60,29,0,10.0,Standard,Quarterly,,12
36901,38.0,Female,47,30,6,24.0,Basic,Quarterly,767.0,3
51290,43.0,Female,24,19,8,18.0,Standard,Monthly,741.0,4
44147,38.0,Male,54,14,7,24.0,Standard,Monthly,984.0,26
35428,29.0,Female,22,29,9,,BASIC,Monthly,210.0,21
63041,41.0,Male,47,14,8,16.0,Basic,Annual,187.0,27
22063,,Female,3,30,8,14.0,Standard,Monthly,,16
60794,39.0,Male,27,5,5,16.0,basic,Quarterly,,26
25896,20.0,Female,9,27,9,23.0,PREMIUM,Quarterly,,12
50837,65.0,Female,37,19,8,28.0,Standard,Annual,,13
54839,26.0,Female,52,20,6,18.0,PREMIUM,Monthly,863.0,16
52026,,Female,53,11,0,26.0,Basic,Monthly,532.0,13
18552,28.0,Female,11,13,8,12.0,Premium,Annual,,1
7430,60.0,Female,6,13,1,4.0,Basic,Monthly,584.0,2
15028,45.0,MALE,34,24,1,0.0,Basic,Annual,714.0,23
17984,20.0,Female,30,15,10,,Premium,QUARTERLY,508.0,11
30966,58.0,Female,39,13,4,10.0,Basic,MONTHLY,750.0,18
50787,18.0,Female,48,13,9,25.0,Standard,Quarterly,235.0,28
43691,28.0,Male,2,26,1,11.0,Basic,Annual,247.0,15
54686,63.0,Female,22,14,10,23.0,Premium,Quarterly,456.0,16
9919,42.0,female,46,16,3,15.0,Standard,Annual,,23
60469,44.0,female,58,9,5,17.0,Premium,Monthly,877.0,28
35414,,Female,8,3,1,18.0,Standard,Monthly,619.0,8
49543,42.0,Female,55,2,5,,Standard,Monthly,809.0,12
11966,57.0,Female,40,4,8,9.0,Premium,Annual,621.0,2
24987,21.0,Male,29,22,6,,Basic,Annual,129.0,16
33517,27.0,Female,47,10,0,3.0,Basic,Monthly,994.0,17
4363,,Male,7,17,8,16.0,Basic,Quarterly,831.0,3
7091,39.0,Male,28,28,9,22.0,Premium,Monthly,522.0,28
2807,36.0,Female,5,16,1,23.0,Premium,Monthly,534.0,3
41480,21.0,Male,35,22,2,24.0,STANDARD,Annual,889.0,7
940,31.0,Female,17,11,8,16.0,Premium,Quarterly,790.0,21
13197,34.0,Male,34,20,8,19.0,Premium,Quarterly,590.0,16
41779,34.0,Female,16,26,8,18.0,Standard,Quarterly,353.0,10
36925,31.0,Female,55,24,0,30.0,Basic,Monthly,444.0,28
23265,45.0,Female,18,12,4,28.0,Standard,Quarterly,217.0,11
59099,65.0,FEMALE,35,5,7,,basic,Monthly,777.0,19
9126,43.0,Female,46,15,6,20.0,Standard,Monthly,975.0,21
27317,63.0,FEMALE,48,11,6,9.0,Basic,Annual,645.0,27
63861,36.0,Female,10,4,6,26.0,Standard,Quarterly,257.0,8
50121,46.0,Female,27,12,7,30.0,Premium,Monthly,352.0,9
3145,25.0,Female,46,19,5,5.0,Standard,Annual,419.0,13
1791,,Male,27,30,3,10.0,Standard,Annual,451.0,30
38990,59.0,Female,6,25,8,29.0,Premium,quarterly,716.0,23
35985,44.0,Male,44,24,2,,Premium,Annual,491.0,24
48563,33.0,Female,37,7,10,18.0,Standard,Quarterly,192.0,8
51693,59.0,Female,7,1,10,25.0,Standard,Monthly,,18
31732,58.0,Male,48,6,6,28.0,Basic,monthly,654.0,1
59291,62.0,Female,24,17,6,30.0,Premium,Annual,446.0,24
63364,43.0,Female,11,15,5,23.0,Premium,Annual,180.0,5
36135,51.0,Male,10,22,10,4.0,Premium,Monthly,,23
59330,56.0,F,36,6,1,24.0,Standard,ANNUAL,338.0,13
53657,32.0,Female,33,9,3,30.0,Standard,Annual,312.0,30
10881,38.0,male,37,11,8,20.0,Basic,Quarterly,564.0,6
58925,61.0,Male,10,1,5,17.0,standard,monthly,,15
16930,56.0,Male,51,15,6,,Basic,MONTHLY,176.0,2
43321,24.0,Female,5,24,2,16.0,Basic,Quarterly,312.0,28
54629,48.0,Male,39,11,10,27.0,Standard,Annual,327.0,26
10718,21.0,Male,42,23,1,14.0,Basic,Annual,808.0,28
64198,34.0,Male,39,2,3,28.0,Basic,Annual,272.0,6
29916,22.0,Male,18,27,0,,Basic,Quarterly,110.0,23
32417,,Male,10,30,6,18.0,Standard,Annual,824.0,28
14233,41.0,Male,19,6,2,11.0,Premium,Quarterly,164.0,6
25956,33.0,Male,42,12,8,22.0,Premium,Quarterly,665.0,9
42215,43.0,Female,9,28,8,14.0,Premium,Annual,662.0,16
52625,55.0,Male,32,5,10,14.0,Standard,Quarterly,412.0,4
7064,29.0,Male,47,9,6,1.0,Basic,Quarterly,272.0,10
51772,25.0,Male,28,3,5,21.0,Standard,Monthly,172.0,30
60584,44.0,Female,10,9,4,28.0,Premium,Monthly,188.0,4
13657,41.0,Male,22,3,5,0.0,Basic,Annual,,15
17088,34.0,Male,9,13,4,19.0,Basic,Annual,422.0,10
20174,54.0,Female,35,8,2,,Basic,Quarterly,112.0,27
59364,48.0,Male,46,3,8,22.0,Basic,Monthly,669.0,11
36784,33.0,Male,46,16,0,4.0,Standard,Quarterly,500.0,20
2994,39.0,female,36,19,6,22.0,Premium,Quarterly,367.0,5
51856,37.0,Female,44,4,6,18.0,Standard,Annual,771.0,21
31937,65.0,Female,29,15,2,,Premium,Annual,923.0,4
19271,41.0,Female,43,27,1,25.0,Standard,Quarterly,,4
61479,55.0,Female,57,2,2,22.0,Basic,Annual,240.0,30
43702,20.0,Female,4,14,6,25.0,Basic,Monthly,584.0,22
24058,22.0,Female,38,15,10,1.0,Basic,Quarterly,646.0,27
9912,34.0,Male,4,15,5,1.0,Basic,Monthly,303.0,21
27404,51.0,Female,36,24,3,6.0,Standard,quarterly,,18
35059,32.0,Female,52,7,6,13.0,Premium,Annual,546.0,6
56069,19.0,Female,29,14,5,25.0,Premium,Monthly,409.0,13
8529,,Male,36,10,3,19.0,PREMIUM,Quarterly,588.0,10
62866,65.0,Male,32,6,6,17.0,Standard,Annual,203.0,24
44158,56.0,Female,23,17,2,19.0,standard,Monthly,,22
28423,51.0,Female,20,27,10,23.0,Premium,Annual,907.0,2
55114,62.0,Male,47,16,5,24.0,Basic,Monthly,278.0,13
57893,63.0,Male,47,10,5,17.0,Basic,Monthly,461.0,29
61343,,Female,24,13,1,26.0,Basic,Monthly,642.0,26
8737,51.0,Female,36,13,6,30.0,Premium,Quarterly,163.0,29
22113,42.0,Female,36,17,0,,Premium,Annual,542.0,20
55811,61.0,Female,53,5,5,25.0,Premium,Annual,,18
